10;299754;29975.4;READ;289.47;10
10;299754;29975.4;UPDATE;306.55;10
20;650870;35111.6;READ;275.07;10
20;650870;35111.6;UPDATE;288.93;10
30;1014568;36369.8;READ;264.2;10
30;1014568;36369.8;UPDATE;280.42;10
40;1360718;34615;READ;277.68;10
40;1360718;34615;UPDATE;294.99;10
50;1708517;34779.9;READ;276.3;10
50;1708517;34779.9;UPDATE;293.68;10
60;2053337;34482;READ;277.91;10
60;2053337;34482;UPDATE;297.05;10
70;2398064;34472.7;READ;278.68;10
70;2398064;34472.7;UPDATE;296.16;10
80;2753030;35496.6;READ;268.5;10
80;2753030;35496.6;UPDATE;289.4;10
90;3106430;35340;READ;269.09;10
90;3106430;35340;UPDATE;291.36;10
100;3465595;35916.5;READ;264.22;10
100;3465595;35916.5;UPDATE;287.08;10
110;3819445;35385;READ;268.94;10
110;3819445;35385;UPDATE;290.84;10
120;4176173;35672.8;READ;266.62;10
120;4176173;35672.8;UPDATE;288.66;10
120;4176443;33750;READ;296.54;10
120;4176443;33750;CLEANUP;105.9;10
120;4176443;33750;UPDATE;298.8;10
10;345612;34561.2;READ;594.14;20
10;345612;34561.2;UPDATE;432.86;20
20;811452;46584;READ;458.94;20
20;811452;46584;UPDATE;394.22;20
30;1376546;56509.4;READ;341.99;20
30;1376546;56509.4;UPDATE;360.45;20
40;1889362;51281.6;READ;377.82;20
40;1889362;51281.6;UPDATE;396.93;20
50;2397847;50848.5;READ;383.69;20
50;2397847;50848.5;UPDATE;397.57;20
60;2932350;53450.3;READ;362.06;20
60;2932350;53450.3;UPDATE;380.75;20
70;3481759;54940.9;READ;351.66;20
70;3481759;54940.9;UPDATE;371.1;20
80;4000922;51916.3;READ;372.41;20
80;4000922;51916.3;UPDATE;392.69;20
90;4547509;54658.7;READ;352.98;20
90;4547509;54658.7;UPDATE;373.31;20
100;5092548;54503.9;READ;353.01;20
100;5092548;54503.9;UPDATE;375.25;20
110;5618928;52638;READ;368.32;20
110;5618928;52638;UPDATE;386.21;20
120;6166328;54740;READ;353.3;20
120;6166328;54740;UPDATE;371.91;20
120;6166904;48000;READ;394.51;20
120;6166904;48000;CLEANUP;31.85;20
120;6166904;48000;UPDATE;383.69;20
10;436252;43625.2;READ;602.65;30
10;436252;43625.2;UPDATE;611.7;30
20;1009087;57283.5;READ;511.22;30
20;1009087;57283.5;UPDATE;530.36;30
30;1577432;56834.5;READ;515.35;30
30;1577432;56834.5;UPDATE;534.71;30
40;2141755;56432.3;READ;518.71;30
40;2141755;56432.3;UPDATE;539.15;30
50;2741467;59971.2;READ;488.19;30
50;2741467;59971.2;UPDATE;506.71;30
60;3316306;57483.9;READ;509.5;30
60;3316306;57483.9;UPDATE;528.7;30
70;3886408;57010.2;READ;510.87;30
70;3886408;57010.2;UPDATE;535.8;30
80;4458091;57168.3;READ;511.39;30
80;4458091;57168.3;UPDATE;532.54;30
90;5017009;55891.8;READ;524.63;30
90;5017009;55891.8;UPDATE;543.25;30
100;5605271;58826.2;READ;497.54;30
100;5605271;58826.2;UPDATE;516.7;30
110;6199802;59453.1;READ;490.12;30
110;6199802;59453.1;UPDATE;513.33;30
120;6791522;59172;READ;492.17;30
120;6791522;59172;UPDATE;516;30
120;6792302;52000;READ;557.96;30
120;6792302;52000;CLEANUP;71.83;30
120;6792302;52000;UPDATE;544.26;30
10;492260;49226;READ;667.28;40
10;492260;49226;UPDATE;736.43;40
20;1150795;65853.5;READ;592.4;40
20;1150795;65853.5;UPDATE;616.41;40
30;1802555;65176;READ;598.51;40
30;1802555;65176;UPDATE;623.02;40
40;2470138;66758.3;READ;583.12;40
40;2470138;66758.3;UPDATE;609.18;40
50;3105554;63541.6;READ;614.76;40
50;3105554;63541.6;UPDATE;638.43;40
60;3753660;64810.6;READ;601.86;40
60;3753660;64810.6;UPDATE;626.75;40
70;4426553;67289.3;READ;578.48;40
70;4426553;67289.3;UPDATE;604.3;40
80;5069549;64299.6;READ;606.68;40
80;5069549;64299.6;UPDATE;631.42;40
90;5727348;65779.9;READ;593.42;40
90;5727348;65779.9;UPDATE;616.74;40
100;6373823;64647.5;READ;606.96;40
100;6373823;64647.5;UPDATE;624.66;40
110;7045295;67147.2;READ;579.76;40
110;7045295;67147.2;UPDATE;605.68;40
120;7687805;64251;READ;607.57;40
120;7687805;64251;UPDATE;631.51;40
120;7689193;63090.91;READ;583.34;40
120;7689193;63090.91;CLEANUP;115;40
120;7689193;63090.91;UPDATE;570.18;40
10;453039;45303.9;READ;976.95;50
10;453039;45303.9;UPDATE;938.67;50
20;1068071;61503.2;READ;795.32;50
20;1068071;61503.2;UPDATE;824.47;50
30;1646775;57870.4;READ;844.11;50
30;1646775;57870.4;UPDATE;878.51;50
40;2275427;62865.2;READ;777.36;50
40;2275427;62865.2;UPDATE;807.51;50
50;2855690;58026.3;READ;841.85;50
50;2855690;58026.3;UPDATE;875.85;50
60;3442869;58717.9;READ;830.08;50
60;3442869;58717.9;UPDATE;867.66;50
70;4079699;63683;READ;765.98;50
70;4079699;63683;UPDATE;798.49;50
80;4712844;63314.5;READ;770.78;50
80;4712844;63314.5;UPDATE;802.76;50
90;5355765;64292.1;READ;761.3;50
90;5355765;64292.1;UPDATE;788.19;50
100;5985900;63013.5;READ;776.39;50
100;5985900;63013.5;UPDATE;804.66;50
110;6659327;67342.7;READ;724.85;50
110;6659327;67342.7;UPDATE;753.91;50
120;7277195;61786.8;READ;788.17;50
120;7277195;61786.8;UPDATE;824.43;50
120;7278834;52870.97;READ;832.47;50
120;7278834;52870.97;CLEANUP;42.38;50
120;7278834;52870.97;UPDATE;851.94;50
10;490190;49019;READ;992.45;60
10;490190;49019;UPDATE;1116.73;60
20;1199849;70965.9;READ;825.18;60
20;1199849;70965.9;UPDATE;859.64;60
30;1908884;70903.5;READ;826.48;60
30;1908884;70903.5;UPDATE;859.93;60
40;2666608;75772.4;READ;776.42;60
40;2666608;75772.4;UPDATE;800.88;60
50;3427167;76055.9;READ;771.74;60
50;3427167;76055.9;UPDATE;799.81;60
60;4159897;73273;READ;800.57;60
60;4159897;73273;UPDATE;830.95;60
70;4863532;70363.5;READ;832.33;60
70;4863532;70363.5;UPDATE;867.05;60
80;5592852;72932;READ;803.14;60
80;5592852;72932;UPDATE;836.03;60
90;6330626;73777.4;READ;794.17;60
90;6330626;73777.4;UPDATE;826.15;60
100;7029714;69908.8;READ;836.48;60
100;7029714;69908.8;UPDATE;873.74;60
110;7665007;63529.3;READ;1069.41;60
110;7665007;63529.3;UPDATE;813.49;60
120;8373154;70814.7;READ;829.29;60
120;8373154;70814.7;UPDATE;859.12;60
120;8375086;62322.58;READ;860.38;60
120;8375086;62322.58;CLEANUP;86.02;60
120;8375086;62322.58;UPDATE;950.26;60
10;523317;52331.7;READ;1127.16;70
10;523317;52331.7;UPDATE;1155.49;70
20;1197966;67464.9;READ;1018.25;70
20;1197966;67464.9;UPDATE;1051.14;70
30;1937324;73935.8;READ;925.96;70
30;1937324;73935.8;UPDATE;960.69;70
40;2713254;77593;READ;883.58;70
40;2713254;77593;UPDATE;915.19;70
50;3475002;76174.8;READ;898.92;70
50;3475002;76174.8;UPDATE;932.73;70
60;4194428;71942.6;READ;950.86;70
60;4194428;71942.6;UPDATE;989.07;70
