3;6913;6913;READ;3382
3;6913;6913;UPDATE;3185.14
4;19885;12959.04;READ;221.15
4;19885;12959.04;UPDATE;232.88
5;34803;14932.93;READ;190.08
5;34803;14932.93;UPDATE;204.38
6;73906;39103;READ;10016.98
6;73906;39103;UPDATE;11136.76
7;160026;86120;READ;1150.77
7;160026;86120;UPDATE;1162.29
8;246973;86947;READ;1140.02
8;246973;86947;UPDATE;1151.73
9;330303;83330;READ;1179.59
9;330303;83330;UPDATE;1213.53
10;406292;75989;READ;1299.78
10;406292;75989;UPDATE;1324.76
11;471939;65647;READ;1504.96
11;471939;65647;UPDATE;1535.52
12;543741;71802;READ;1378.81
12;543741;71802;UPDATE;1399.04
13;608220;64479;READ;1534.07
13;608220;64479;UPDATE;1562.21
14;674270;66050;READ;1507.67
14;674270;66050;UPDATE;1515.14
15;741678;67408;READ;1474.79
15;741678;67408;UPDATE;1486.09
16;818219;76541;READ;1295.63
16;818219;76541;UPDATE;1310.32
17;894188;75969;READ;1302.01
17;894188;75969;UPDATE;1324.53
18;970200;76012;READ;1301.38
18;970200;76012;UPDATE;1322.7
19;1045292;75092;READ;1313.72
19;1045292;75092;UPDATE;1343.82
20;1120321;75029;READ;1322.93
20;1120321;75029;UPDATE;1336.66
21;1194312;73991;READ;1334.79
21;1194312;73991;UPDATE;1361.3
22;1269590;75278;READ;1310.62
22;1269590;75278;UPDATE;1339.82
23;1344596;75006;READ;1316.62
23;1344596;75006;UPDATE;1343.5
24;1420604;76008;READ;1304.89
24;1420604;76008;UPDATE;1320.04
25;1494123;73519;READ;1346.53
25;1494123;73519;UPDATE;1367.72
26;1566593;72470;READ;1364.06
26;1566593;72470;UPDATE;1388.75
27;1640244;73651;READ;1351.59
27;1640244;73651;UPDATE;1357.74
28;1713581;73337;READ;1356.87
28;1713581;73337;UPDATE;1363.98
29;1785918;72337;READ;1362.02
29;1785918;72337;CLEANUP;2
29;1785918;72337;UPDATE;1379.21
30;1853838;67920;READ;1418.1
30;1853838;67920;CLEANUP;1
30;1853838;67920;UPDATE;1432.88
30;1856278;62564.1;READ;1445.33
30;1856278;62564.1;CLEANUP;0.46
30;1856278;62564.1;UPDATE;1474.77
3;4082;4082;READ;8234.71
3;4082;4082;UPDATE;5216.11
4;12735;8653;READ;217.76
4;12735;8653;UPDATE;231.21
5;22464;9729;READ;18371.24
5;22464;9729;UPDATE;17265.99
6;104159;81695;READ;2933.53
6;104159;81695;UPDATE;3007.04
7;198762;94603;READ;1048.31
7;198762;94603;UPDATE;1056.2
8;293349;94587;READ;1046.57
8;293349;94587;UPDATE;1059.15
9;374422;81073;READ;1216.07
9;374422;81073;UPDATE;1236.89
10;453823;79401;READ;1249.06
10;453823;79401;UPDATE;1268.43
11;522893;69070;READ;1437.48
11;522893;69070;UPDATE;1450.96
12;602046;79153;READ;1247.26
12;602046;79153;UPDATE;1273.39
13;666559;64513;READ;1537.7
13;666559;64513;UPDATE;1556.04
14;729856;63297;READ;1573.85
14;729856;63297;UPDATE;1579.46
15;794280;64424;READ;1552.71
15;794280;64424;UPDATE;1545.78
16;859236;64956;READ;1525.62
16;859236;64956;UPDATE;1547.16
17;928760;69524;READ;1421.47
17;928760;69524;UPDATE;1448.65
18;993231;64471;READ;1543.89
18;993231;64471;UPDATE;1550.94
19;1068911;75680;READ;1312.5
19;1068911;75680;UPDATE;1325.18
20;1149492;80581;READ;1230.25
20;1149492;80581;UPDATE;1245.92
21;1228628;79136;READ;1243.14
21;1228628;79136;UPDATE;1278.08
22;1309543;80915;READ;1219.47
22;1309543;80915;UPDATE;1245.35
23;1390765;81222;READ;1223.32
23;1390765;81222;UPDATE;1232.17
24;1471128;80363;READ;1235.38
24;1471128;80363;UPDATE;1247.71
25;1552300;81172;READ;1221.26
25;1552300;81172;UPDATE;1236.87
26;1632589;80289;READ;1234.02
26;1632589;80289;UPDATE;1250.44
27;1712545;79956;READ;1240.42
27;1712545;79956;UPDATE;1254.6
28;1792789;80244;READ;1237.34
28;1792789;80244;UPDATE;1248.31
29;1873562;80773;READ;1225.63
29;1873562;80773;UPDATE;1244.53
30;1945682;72120;READ;1365.1
30;1945682;72120;CLEANUP;4
30;1945682;72120;UPDATE;1394.72
31;2016929;71247;READ;1367.61
31;2016929;71247;CLEANUP;1
31;2016929;71247;UPDATE;1378.39
32;2089850;72921;READ;1334.82
32;2089850;72921;UPDATE;1347.02
33;2165804;75954;READ;1279.61
33;2165804;75954;UPDATE;1294.25
34;2241894;76090;READ;1275.12
34;2241894;76090;UPDATE;1294.8
35;2319454;77560;READ;1254.81
35;2319454;77560;UPDATE;1266
36;2396381;76927;READ;1264.01
36;2396381;76927;UPDATE;1276.9
37;2472668;76287;READ;1267.19
37;2472668;76287;UPDATE;1295.48
38;2549181;76513;READ;1260.72
38;2549181;76513;UPDATE;1294.84
39;2625464;76283;READ;1269.71
39;2625464;76283;UPDATE;1292.27
40;2700990;75526;READ;1283.81
40;2700990;75526;UPDATE;1305.86
41;2773523;72533;READ;1341.98
41;2773523;72533;UPDATE;1351.28
42;2833774;60251;READ;1617.63
42;2833774;60251;UPDATE;1630.72
43;2896572;62798;READ;1551.71
43;2896572;62798;UPDATE;1563.08
44;2960055;63483;READ;1538.21
44;2960055;63483;UPDATE;1544.02
45;3023359;63304;READ;1543.16
