4;3260;3256.74;READ;12757.01
4;3260;3256.74;UPDATE;13777.77
5;12572;9321.32;READ;200.85
5;12572;9321.32;UPDATE;216.99
6;22251;9679;READ;192.99
6;22251;9679;UPDATE;213.76
7;32567;10316;READ;179.2
7;32567;10316;UPDATE;202.89
8;54938;22371;READ;36540.2
8;54938;22371;UPDATE;40490.69
9;116757;61819;READ;2424.93
9;116757;61819;UPDATE;2416.36
10;174403;57646;READ;2590.39
10;174403;57646;UPDATE;2612.2
11;235253;60850;READ;2428.63
11;235253;60850;UPDATE;2491.92
12;309263;74010;READ;2019.12
12;309263;74010;UPDATE;2028.34
13;382125;72862;READ;2048.37
13;382125;72862;UPDATE;2064.12
14;457139;75014;READ;1985.03
14;457139;75014;UPDATE;2006.16
15;532014;74875;READ;1985.7
15;532014;74875;UPDATE;2012.71
16;607294;75280;READ;1990.34
16;607294;75280;UPDATE;1991.15
17;682800;75506;READ;1974.85
17;682800;75506;UPDATE;1991.16
18;756050;73250;READ;2030.49
18;756050;73250;UPDATE;2058.78
19;830915;74865;READ;1994.22
19;830915;74865;UPDATE;2005.85
20;904221;73306;READ;2019.84
20;904221;73306;CLEANUP;8
20;904221;73306;UPDATE;2048.5
21;974170;69949;READ;2107.82
21;974170;69949;CLEANUP;1
21;974170;69949;UPDATE;2135.63
22;1046172;72002;READ;2050.79
22;1046172;72002;UPDATE;2053.22
23;1109193;63021;READ;2353.01
23;1109193;63021;UPDATE;2337.16
24;1167461;58268;READ;2533.88
24;1167461;58268;UPDATE;2540.93
25;1225825;58364;READ;2530.02
25;1225825;58364;UPDATE;2537.19
26;1283401;57576;READ;2563.86
26;1283401;57576;UPDATE;2568.98
27;1341756;58355;READ;2532.94
27;1341756;58355;UPDATE;2534.16
28;1401336;59580;READ;2479.22
28;1401336;59580;UPDATE;2486.34
29;1467703;66367;READ;2215.52
29;1467703;66367;UPDATE;2237.3
30;1538566;70863;READ;2066.08
30;1538566;70863;UPDATE;2102.36
31;1607603;69037;READ;2131.66
31;1607603;69037;UPDATE;2151.97
32;1679434;71831;READ;2058.02
32;1679434;71831;UPDATE;2054.76
33;1746825;67391;READ;2188.81
33;1746825;67391;UPDATE;2198.65
34;1818106;71281;READ;2061.39
34;1818106;71281;UPDATE;2085.64
35;1879311;61205;READ;2401.86
35;1879311;61205;UPDATE;2422.61
36;1939143;59832;READ;2463.81
36;1939143;59832;UPDATE;2480.2
37;1999275;60132;READ;2466.93
37;1999275;60132;UPDATE;2449.32
38;2058802;59527;READ;2476.73
38;2058802;59527;UPDATE;2487.18
39;2118493;59691;READ;2463.71
39;2118493;59691;UPDATE;2488.35
40;2177980;59487;READ;2477.17
40;2177980;59487;UPDATE;2494.79
41;2233927;55947;READ;2647.7
41;2233927;55947;UPDATE;2633.77
42;2297351;63424;READ;2318.88
42;2297351;63424;UPDATE;2342.06
43;2366689;69338;READ;2121.22
43;2366689;69338;UPDATE;2143.18
44;2438809;72120;READ;2049.64
44;2438809;72120;UPDATE;2046.77
45;2512209;73400;READ;2010.48
45;2512209;73400;UPDATE;2018.23
46;2583815;71606;READ;2064.1
46;2583815;71606;UPDATE;2062.19
47;2657240;73425;READ;2000.66
47;2657240;73425;UPDATE;2024.13
48;2729610;72370;READ;2035.81
48;2729610;72370;UPDATE;2045.25
49;2800022;70412;READ;2104.68
49;2800022;70412;UPDATE;2093.28
50;2870702;70680;READ;2073.18
50;2870702;70680;UPDATE;2108.46
51;2940499;69797;READ;2101.92
51;2940499;69797;UPDATE;2133.93
52;3012567;72068;READ;2042.26
52;3012567;72068;UPDATE;2057.81
53;3086089;73522;READ;2003.08
53;3086089;73522;UPDATE;2016.29
54;3159026;72937;READ;2013.19
54;3159026;72937;UPDATE;2037.49
55;3232273;73247;READ;2018.02
55;3232273;73247;UPDATE;2016.96
56;3305083;72810;READ;2026.44
56;3305083;72810;UPDATE;2033.32
57;3378237;73154;READ;2007.33
57;3378237;73154;UPDATE;2032.5
58;3450572;72335;READ;2031.91
58;3450572;72335;UPDATE;2052.91
59;3509647;59075;READ;2487.95
59;3509647;59075;UPDATE;2513.95
60;3579311;69664;READ;2113.44
60;3579311;69664;UPDATE;2131.09
61;3647369;68058;READ;2158.86
61;3647369;68058;UPDATE;2185.15
62;3718291;70922;READ;2061.36
62;3718291;70922;CLEANUP;1
62;3718291;70922;UPDATE;2071.89
63;3787956;69665;READ;2066.45
63;3787956;69665;CLEANUP;1
63;3787956;69665;UPDATE;2095.94
64;3859019;71063;READ;2018.31
64;3859019;71063;UPDATE;2057.88
65;3929739;70720;READ;2031.58
65;3929739;70720;CLEANUP;1
65;3929739;70720;UPDATE;2047.57
66;3999311;69572;READ;1972.45
66;3999311;69572;CLEANUP;1
66;3999311;69572;UPDATE;1996.84
67;4067868;68557;READ;1974.87
67;4067868;68557;UPDATE;1988.77
68;4136173;68305;READ;1980.21
68;4136173;68305;UPDATE;1995.59
69;4205207;69034;READ;1960.71
69;4205207;69034;CLEANUP;1
69;4205207;69034;UPDATE;1973.06
70;4273407;68200;READ;1963.3
70;4273407;68200;CLEANUP;2
70;4273407;68200;UPDATE;1980.05
71;4337802;64395;READ;2061.17
71;4337802;64395;CLEANUP;1
71;4337802;64395;UPDATE;2076.18
72;4403799;65997;READ;2001.28
72;4403799;65997;UPDATE;2021.11
73;4469240;65441;READ;2022.96
73;4469240;65441;UPDATE;2036.85
74;4534787;65547;READ;2017.37
74;4534787;65547;UPDATE;2034.23
75;4588632;53845;READ;2464.85
75;4588632;53845;UPDATE;2470.08
76;4640549;51917;READ;2558.39
76;4640549;51917;UPDATE;2558.83
77;4691412;50863;READ;2607.27
77;4691412;50863;UPDATE;2613.59
78;4742312;50900;READ;2595.62
78;4742312;50900;UPDATE;2626.91
79;4804826;62514;READ;2116.83
79;4804826;62514;UPDATE;2131.92
80;4867676;62850;READ;2111.24
80;4867676;62850;UPDATE;2114.42
81;4918193;50517;READ;2618.56
81;4918193;50517;UPDATE;2641.72
82;4968852;50659;READ;2615.47
82;4968852;50659;UPDATE;2626.7
83;5023678;54826;READ;2419.61
83;5023678;54826;UPDATE;2427.67
84;5090119;66441;READ;1989.73
84;5090119;66441;UPDATE;2006.7
85;5156635;66516;READ;1991.13
85;5156635;66516;UPDATE;2002.37
86;5221065;64430;READ;2058.08
86;5221065;64430;UPDATE;2062.52
87;5275820;54755;READ;2414.21
87;5275820;54755;UPDATE;2438.51
88;5326329;50509;READ;2618.04
88;5326329;50509;UPDATE;2642.09
89;5376967;50638;READ;2624.52
89;5376967;50638;UPDATE;2621.62
90;5427832;50865;READ;2608.8
90;5427832;50865;UPDATE;2617.57
91;5476974;49142;READ;2683
91;5476974;49142;UPDATE;2724.56
92;5528183;51209;READ;2586.28
92;5528183;51209;UPDATE;2598.78
93;5578631;50347.31;READ;2631.87
93;5578631;50347.31;UPDATE;2630.47
94;5629292;50762.53;READ;2616.6
94;5629292;50762.53;UPDATE;2634.91
95;5678152;48860;READ;2690.91
95;5678152;48860;UPDATE;2742.58
96;5728952;50800;READ;2610.03
96;5728952;50800;UPDATE;2621.92
97;5779882;50930;READ;2588.25
97;5779882;50930;UPDATE;2631.49
98;5831996;52114;READ;2541.15
98;5831996;52114;UPDATE;2554.8
99;5882295;50299;READ;2648.61
99;5882295;50299;UPDATE;2635.38
100;5932595;50300;READ;2626.78
100;5932595;50300;UPDATE;2655.89
101;5983003;50408;READ;2628.12
101;5983003;50408;UPDATE;2638.5
102;6035934;52931;READ;2497.41
102;6035934;52931;UPDATE;2527.87
103;6101291;65357;READ;2031.21
103;6101291;65357;UPDATE;2031.3
104;6167933;66642;READ;1976.37
104;6167933;66642;UPDATE;2008.78
105;6222213;54280;READ;2433.86
105;6222213;54280;UPDATE;2457.17
106;6274555;52342;READ;2541.5
106;6274555;52342;UPDATE;2535.85
107;6327340;52785;READ;2515.57
107;6327340;52785;UPDATE;2520.06
108;6388175;60835;READ;2133.85
108;6388175;60835;CLEANUP;1.25
108;6388175;60835;UPDATE;2166.9
109;6451687;63512;READ;2013.21
109;6451687;63512;UPDATE;2040.08
110;6513304;61617;READ;2085.54
110;6513304;61617;UPDATE;2096.81
111;6573281;59977;READ;2138.33
111;6573281;59977;UPDATE;2154.93
112;6635338;62057;READ;2048.01
112;6635338;62057;CLEANUP;1.25
112;6635338;62057;UPDATE;2060.52
113;6697790;62452;READ;1952.24
113;6697790;62452;CLEANUP;1
113;6697790;62452;UPDATE;1972.7
114;6757966;60115.88;READ;2003.94
114;6757966;60115.88;CLEANUP;1.33
114;6757966;60115.88;UPDATE;2017.13
115;6817942;60036.04;READ;1960.5
115;6817942;60036.04;CLEANUP;1
115;6817942;60036.04;UPDATE;1968.41
116;6877241;59299;READ;1958.63
116;6877241;59299;UPDATE;1982.83
117;6935705;58464;READ;1992.33
117;6935705;58464;UPDATE;2002.22
118;6985768;50063;READ;2287.98
118;6985768;50063;CLEANUP;1
118;6985768;50063;UPDATE;2310.66
119;7040830;55062;READ;2020.79
119;7040830;55062;CLEANUP;1
119;7040830;55062;UPDATE;2044.55
120;7095886;55056;READ;2019.82
120;7095886;55056;UPDATE;2043.69
120;7098394;55733.33;READ;1945.63
120;7098394;55733.33;CLEANUP;0.29
120;7098394;55733.33;UPDATE;1920.49
