10;15529;1552.74;INSERT;1118.76;10
10;15529;1552.74;SCAN;6075.38;10
20;39004;2347.5;INSERT;882.23;10
20;39004;2347.5;SCAN;4429.15;10
30;62900;2389.6;INSERT;914.95;10
30;62900;2389.6;SCAN;4361.22;10
40;86492;2359.2;INSERT;886.91;10
40;86492;2359.2;SCAN;4419.46;10
50;108040;2154.8;INSERT;1032.11;10
50;108040;2154.8;SCAN;4819.71;10
60;131469;2342.9;INSERT;900.67;10
60;131469;2342.9;SCAN;4444.15;10
70;155091;2362.2;INSERT;896.1;10
70;155091;2362.2;SCAN;4413.13;10
80;178419;2332.8;INSERT;884.3;10
80;178419;2332.8;SCAN;4455.38;10
90;199008;2058.9;INSERT;1178.53;10
90;199008;2058.9;SCAN;5036.16;10
100;220708;2170;INSERT;1021.95;10
100;220708;2170;SCAN;4795.05;10
110;244560;2385.2;INSERT;901.52;10
110;244560;2385.2;SCAN;4363.14;10
120;268615;2405.5;INSERT;819.89;10
120;268615;2405.5;SCAN;4330.46;10
120;268634;2111.11;CLEANUP;1.3;10
120;268634;2111.11;INSERT;984;10
120;268634;2111.11;SCAN;4955.29;10
10;7930;792.92;SCAN;10291.34;20
10;7930;792.92;INSERT-FAILED;267404.61;20
20;14417;648.76;SCAN;5612.09;20
20;14417;648.76;INSERT-FAILED;475685.06;20
30;17705;328.77;SCAN;4139.33;20
30;17705;328.77;INSERT-FAILED;966860.13;20
40;19165;146;SCAN;4833.29;20
40;19165;146;INSERT-FAILED;3116145.87;20
50;20287;112.2;SCAN;4231.72;20
50;20287;112.2;INSERT-FAILED;3141158.27;20
60;21525;123.81;SCAN;3533.91;20
60;21525;123.81;INSERT-FAILED;2199722.42;20
70;22819;129.39;SCAN;3947.75;20
70;22819;129.39;INSERT-FAILED;5377943.98;20
80;23580;76.1;SCAN;4028.94;20
80;23580;76.1;INSERT-FAILED;3416414.52;20
90;24715;113.5;SCAN;4300.55;20
90;24715;113.5;INSERT-FAILED;4872120.83;20
100;25913;119.8;SCAN;3960.45;20
100;25913;119.8;INSERT-FAILED;2819521.04;20
110;27168;125.5;SCAN;4797.41;20
110;27168;125.5;INSERT-FAILED;2532247.13;20
120;29809;264.1;SCAN;3818.6;20
120;29809;264.1;INSERT-FAILED;1808754.05;20
120;29852;55.99;CLEANUP;0.6;20
120;29852;55.99;SCAN;3467.9;20
120;29852;55.99;INSERT-FAILED;2204227.22;20
10;3759;375.9;SCAN;22570.33;30
10;3759;375.9;INSERT-FAILED;390816.75;30
20;5525;176.6;SCAN;3925.97;30
20;5525;176.6;INSERT-FAILED;4432085.65;30
30;7034;150.9;SCAN;3862.05;30
30;7034;150.9;INSERT-FAILED;2783435.46;30
40;7794;76;SCAN;5457.09;30
40;7794;76;INSERT-FAILED;4558462.62;30
60;8484;69;SCAN;3830.65;30
60;8484;69;INSERT-FAILED;17255466.05;30
70;12481;399.7;SCAN;4027.02;30
70;12481;399.7;INSERT-FAILED;1927151.8;30
80;15557;307.6;SCAN;3939.91;30
80;15557;307.6;INSERT-FAILED;1883377.58;30
90;18475;291.8;SCAN;4443.39;30
90;18475;291.8;INSERT-FAILED;1895461.34;30
100;21157;268.2;SCAN;3848.62;30
100;21157;268.2;INSERT-FAILED;1814266.83;30
110;22571;141.4;SCAN;4097.58;30
110;22571;141.4;INSERT-FAILED;3708290.64;30
120;23393;82.2;SCAN;4546.74;30
120;23393;82.2;INSERT-FAILED;6471731.17;30
123;23426;9.92;CLEANUP;0.73;30
123;23426;9.92;SCAN;4059.67;30
123;23426;9.92;INSERT-FAILED;7016596.6;30
10;10488;1048.8;SCAN;19103.17;40
10;10488;1048.8;INSERT-FAILED;304718.49;40
20;18931;844.3;SCAN;4357.87;40
20;18931;844.3;INSERT-FAILED;865791.51;40
30;30299;1136.8;SCAN;6518.56;40
30;30299;1136.8;INSERT-FAILED;575226.77;40
40;46211;1591.2;SCAN;8817.5;40
40;46211;1591.2;INSERT-FAILED;321135.2;40
50;59318;1310.7;SCAN;9733.41;40
50;59318;1310.7;INSERT-FAILED;417437.43;40
60;77051;1773.3;SCAN;7825.65;40
60;77051;1773.3;INSERT-FAILED;307045.56;40
70;99678;2262.7;SCAN;17294.96;40
70;99678;2262.7;INSERT-FAILED;24896.09;40
80;110153;1047.5;SCAN;9593.91;40
80;110153;1047.5;INSERT-FAILED;644468.03;40
90;122190;1203.7;SCAN;12664.72;40
90;122190;1203.7;INSERT-FAILED;402620.06;40
100;128625;643.5;SCAN;5635.34;40
100;128625;643.5;INSERT-FAILED;947774.11;40
110;139181;1055.6;SCAN;7902.62;40
110;139181;1055.6;INSERT-FAILED;712723.18;40
120;142496;331.5;SCAN;4526.78;40
120;142496;331.5;INSERT-FAILED;2259806.89;40
122;143659;497.43;CLEANUP;0.5;40
122;143659;497.43;SCAN;3742.6;40
122;143659;497.43;INSERT-FAILED;940564.95;40
10;7513;751.3;SCAN;35154.25;50
10;7513;751.3;INSERT-FAILED;404430.53;50
20;20835;1332.2;SCAN;9701.64;50
20;20835;1332.2;INSERT-FAILED;604165.2;50
30;34514;1367.9;SCAN;10130.89;50
30;34514;1367.9;INSERT-FAILED;557199.83;50
40;42444;793;SCAN;4413.96;50
40;42444;793;INSERT-FAILED;1082274.49;50
50;45473;302.9;SCAN;4117.19;50
50;45473;302.9;INSERT-FAILED;2777701.42;50
60;50290;481.7;SCAN;4238.51;50
60;50290;481.7;INSERT-FAILED;1898770.35;50
70;56194;590.4;SCAN;4306.22;50
70;56194;590.4;INSERT-FAILED;1958477.52;50
80;62594;640;SCAN;4312.51;50
80;62594;640;INSERT-FAILED;1616384.07;50
90;67390;479.6;SCAN;4600.98;50
90;67390;479.6;INSERT-FAILED;1831144.87;50
100;71198;380.8;SCAN;4523.85;50
100;71198;380.8;INSERT-FAILED;2594602.47;50
110;75893;469.5;SCAN;4489.7;50
110;75893;469.5;INSERT-FAILED;2317840.51;50
120;83087;719.4;SCAN;4421.02;50
120;83087;719.4;INSERT-FAILED;1284005.8;50
123;84068;279.25;CLEANUP;0.62;50
123;84068;279.25;SCAN;3748;50
123;84068;279.25;INSERT-FAILED;2035723.65;50
10;8364;836.4;SCAN;52139.14;60
10;8364;836.4;INSERT-FAILED;123831.14;60
20;12642;427.8;SCAN;4477.18;60
20;12642;427.8;INSERT-FAILED;2464583.36;60
30;16555;391.3;SCAN;4611.77;60
30;16555;391.3;INSERT-FAILED;2846635.47;60
40;20777;422.2;SCAN;5044.95;60
40;20777;422.2;INSERT-FAILED;3221588.35;60
50;26013;523.6;SCAN;5262.93;60
50;26013;523.6;INSERT-FAILED;2222326.45;60
60;31795;578.2;SCAN;4944.19;60
60;31795;578.2;INSERT-FAILED;1657103.7;60
70;37538;574.3;SCAN;4764.49;60
70;37538;574.3;INSERT-FAILED;2398287.52;60
80;44690;715.2;SCAN;5110.74;60
80;44690;715.2;INSERT-FAILED;1583611.3;60
90;51406;671.6;SCAN;5095.18;60
90;51406;671.6;INSERT-FAILED;1552200.87;60
100;55179;377.3;SCAN;5059.54;60
100;55179;377.3;INSERT-FAILED;2476869.66;60
110;60584;540.5;SCAN;4412.03;60
110;60584;540.5;INSERT-FAILED;2095031.71;60
120;64815;423.1;SCAN;4229.18;60
120;64815;423.1;INSERT-FAILED;3025880.39;60
122;64906;42.68;CLEANUP;0.27;60
122;64906;42.68;SCAN;2862.06;60
122;64906;42.68;INSERT-FAILED;2278222.95;60
10;10098;1009.8;SCAN;60844.95;70
10;10098;1009.8;INSERT-FAILED;23845.36;70
20;30103;2000.5;SCAN;30804.37;70
20;30103;2000.5;INSERT-FAILED;113999.09;70
30;45475;1537.2;SCAN;17443.37;70
30;45475;1537.2;INSERT-FAILED;548737.75;70
40;61828;1635.3;SCAN;7007.16;70
40;61828;1635.3;INSERT-FAILED;774535.34;70
50;74362;1253.4;SCAN;10360.01;70
50;74362;1253.4;INSERT-FAILED;949749.89;70
60;84568;1020.6;SCAN;4539.19;70
60;84568;1020.6;INSERT-FAILED;1273821.3;70
70;98541;1397.3;SCAN;7862.04;70
70;98541;1397.3;INSERT-FAILED;809069.66;70
80;110166;1162.5;SCAN;5703.33;70
80;110166;1162.5;INSERT-FAILED;1111197.16;70
90;115563;539.7;SCAN;4721.88;70
90;115563;539.7;INSERT-FAILED;2014393.57;70
100;119413;385;SCAN;4107.65;70
100;119413;385;INSERT-FAILED;3196848.52;70
110;128285;887.2;SCAN;4197.68;70
110;128285;887.2;INSERT-FAILED;1739224.34;70
120;136835;855;SCAN;4401.94;70
120;136835;855;INSERT-FAILED;1643057.05;70
123;139358;635.84;CLEANUP;0.54;70
123;139358;635.84;SCAN;4795.95;70
123;139358;635.84;INSERT-FAILED;1383029.89;70
10;12417;1241.7;SCAN;55196.99;80
10;12417;1241.7;INSERT-FAILED;32188.19;80
20;17483;506.6;SCAN;7361.46;80
20;17483;506.6;INSERT-FAILED;2208014.79;80
30;26891;940.8;SCAN;4619.98;80
30;26891;940.8;INSERT-FAILED;2155726.93;80
40;38043;1115.2;SCAN;14767.88;80
40;38043;1115.2;INSERT-FAILED;1213532.95;80
50;53782;1573.9;SCAN;28313.24;80
50;53782;1573.9;INSERT-FAILED;542277.05;80
60;76371;2258.9;SCAN;32622.33;80
60;76371;2258.9;INSERT-FAILED;90818.95;80
70;97040;2066.9;SCAN;29181.97;80
70;97040;2066.9;INSERT-FAILED;190685.02;80
80;108560;1152;SCAN;5978.6;80
80;108560;1152;INSERT-FAILED;1165900.73;80
90;115864;730.4;SCAN;4976.68;80
90;115864;730.4;INSERT-FAILED;1742674.49;80
100;117124;126;SCAN;4697.63;80
100;117124;126;INSERT-FAILED;6841086.95;80
110;125938;881.4;SCAN;4761.35;80
110;125938;881.4;INSERT-FAILED;2482730.09;80
120;135279;934.1;SCAN;5655.77;80
120;135279;934.1;INSERT-FAILED;1976552.9;80
121;137353;1264.63;CLEANUP;0.51;80
121;137353;1264.63;SCAN;9902.05;80
121;137353;1264.63;INSERT-FAILED;747200.78;80
10;7159;715.83;SCAN;78086.48;90
10;7159;715.83;INSERT-FAILED;186735.75;90
20;12757;559.86;SCAN;5555.31;90
20;12757;559.86;INSERT-FAILED;3028028.7;90
30;16506;374.9;SCAN;6446;90
30;16506;374.9;INSERT-FAILED;3343918.58;90
40;18458;195.2;SCAN;4638.68;90
40;18458;195.2;INSERT-FAILED;8403422.4;90
50;24373;591.5;SCAN;4236.25;90
50;24373;591.5;INSERT-FAILED;3777258.3;90
60;30472;609.9;SCAN;3998.32;90
60;30472;609.9;INSERT-FAILED;2973201.81;90
70;32176;170.4;SCAN;3910.45;90
70;32176;170.4;INSERT-FAILED;6228662.7;90
80;38486;631;SCAN;4404.02;90
80;38486;631;INSERT-FAILED;3591661.83;90
90;45695;720.9;SCAN;4237.98;90
90;45695;720.9;INSERT-FAILED;2760503.13;90
100;49615;392;SCAN;4193.35;90
100;49615;392;INSERT-FAILED;2918911.12;90
110;55493;587.8;SCAN;4292.99;90
110;55493;587.8;INSERT-FAILED;4120721.47;90
120;61865;637.2;SCAN;4453.75;90
120;61865;637.2;INSERT-FAILED;2763592.26;90
127;64307;333.2;CLEANUP;0.41;90
127;64307;333.2;SCAN;3949.06;90
127;64307;333.2;INSERT-FAILED;3764118.08;90
10;9900;989.9;SCAN;86753.67;100
10;9900;989.9;INSERT-FAILED;54483.19;100
20;26998;1709.97;SCAN;19900.55;100
20;26998;1709.97;INSERT-FAILED;792441.23;100
30;44541;1754.3;SCAN;30706.93;100
30;44541;1754.3;INSERT-FAILED;559465.25;100
40;58414;1387.3;SCAN;32935.69;100
40;58414;1387.3;INSERT-FAILED;589311.7;100
50;63156;474.2;SCAN;4510.43;100
50;63156;474.2;INSERT-FAILED;4071476.44;100
60;67564;440.8;SCAN;4440.23;100
60;67564;440.8;INSERT-FAILED;4281703.11;100
70;72824;526;SCAN;4653.97;100
70;72824;526;INSERT-FAILED;3529117.85;100
80;81547;872.3;SCAN;4808.66;100
80;81547;872.3;INSERT-FAILED;2263816.6;100
90;87751;620.4;SCAN;5326.66;100
90;87751;620.4;INSERT-FAILED;2571850.48;100
100;92625;487.4;SCAN;4529.82;100
100;92625;487.4;INSERT-FAILED;4295811.25;100
110;96125;350;SCAN;5409.47;100
110;96125;350;INSERT-FAILED;5127438.63;100
120;99605;348;SCAN;4087.8;100
120;99605;348;INSERT-FAILED;5337413.17;100
122;101574;829.4;CLEANUP;0.4;100
122;101574;829.4;SCAN;7495.01;100
122;101574;829.4;INSERT-FAILED;2571401.8;100
10;7017;701.63;SCAN;131982.49;110
10;7017;701.63;INSERT-FAILED;91369.47;110
20;20202;1318.5;SCAN;14741.71;110
20;20202;1318.5;INSERT-FAILED;1462138.15;110
30;35683;1548.1;SCAN;37972.76;110
30;35683;1548.1;INSERT-FAILED;693707.02;110
40;50974;1529.25;SCAN;73341.77;110
40;50974;1529.25;INSERT-FAILED;43542.37;110
50;66410;1543.6;SCAN;66893.04;110
50;66410;1543.6;INSERT-FAILED;116109.23;110
60;75057;864.7;SCAN;7070.61;110
60;75057;864.7;INSERT-FAILED;1679460.91;110
70;84357;930;SCAN;5270.94;110
70;84357;930;INSERT-FAILED;2813824.72;110
80;92761;840.32;SCAN;8325.16;110
80;92761;840.32;INSERT-FAILED;2209904.89;110
90;100981;822.08;SCAN;4921.54;110
90;100981;822.08;INSERT-FAILED;2592884.25;110
100;107646;666.5;SCAN;4744.64;110
100;107646;666.5;INSERT-FAILED;2794136.36;110
110;113574;592.8;SCAN;5243.55;110
110;113574;592.8;INSERT-FAILED;3498234.33;110
120;123811;1023.7;SCAN;6655.55;110
120;123811;1023.7;INSERT-FAILED;2188087.85;110
124;125377;349.09;CLEANUP;0.61;110
124;125377;349.09;SCAN;5720.33;110
124;125377;349.09;INSERT-FAILED;2616202.43;110
10;6319;631.84;SCAN;160158.37;120
10;6319;631.84;INSERT-FAILED;93969.44;120
20;22773;1645.4;SCAN;61319.56;120
20;22773;1645.4;INSERT-FAILED;152238.72;120
30;33064;1029.2;SCAN;6034.42;120
30;33064;1029.2;INSERT-FAILED;2263555.8;120
40;40921;785.7;SCAN;5243.38;120
40;40921;785.7;INSERT-FAILED;2643432.68;120
50;54897;1397.46;SCAN;5946.81;120
50;54897;1397.46;INSERT-FAILED;1791780.65;120
60;65290;1039.4;SCAN;6148.76;120
60;65290;1039.4;INSERT-FAILED;2103083.39;120
70;74499;920.9;SCAN;5260;120
70;74499;920.9;INSERT-FAILED;2304360.01;120
80;85978;1147.9;SCAN;6108.19;120
80;85978;1147.9;INSERT-FAILED;1975450.69;120
90;94927;894.9;SCAN;7667.12;120
90;94927;894.9;INSERT-FAILED;1930196.01;120
100;106356;1142.9;SCAN;6357.71;120
100;106356;1142.9;INSERT-FAILED;2361530.81;120
110;116177;982;SCAN;4458.11;120
110;116177;982;INSERT-FAILED;2237272.94;120
120;127777;1160.12;SCAN;8438.77;120
120;127777;1160.12;INSERT-FAILED;2008274.16;120
122;128317;213.69;CLEANUP;0.32;120
122;128317;213.69;SCAN;4662.85;120
122;128317;213.69;INSERT-FAILED;2647013.91;120
10;6290;629;SCAN;170913.44;130
10;6290;629;INSERT-FAILED;95945.37;130
20;20490;1420;SCAN;32366.84;130
20;20490;1420;INSERT-FAILED;1136108.72;130
30;32314;1182.4;SCAN;8722.35;130
30;32314;1182.4;INSERT-FAILED;2077745.22;130
40;43915;1160.1;SCAN;6536.42;130
40;43915;1160.1;INSERT-FAILED;1965647.08;130
50;56698;1278.3;SCAN;12894.69;130
50;56698;1278.3;INSERT-FAILED;1954022.83;130
60;66748;1005;SCAN;10709.25;130
60;66748;1005;INSERT-FAILED;2080617.06;130
70;75120;837.2;SCAN;6519.94;130
70;75120;837.2;INSERT-FAILED;2729112.24;130
80;82988;786.8;SCAN;5234.44;130
80;82988;786.8;INSERT-FAILED;3349100.2;130
90;91145;815.7;SCAN;6214.64;130
90;91145;815.7;INSERT-FAILED;3220181.41;130
100;107925;1678;SCAN;22957.47;130
100;107925;1678;INSERT-FAILED;1076928.18;130
110;125599;1767.4;SCAN;57922.64;130
110;125599;1767.4;INSERT-FAILED;439580.54;130
120;143994;1839.5;SCAN;72042.66;130
120;143994;1839.5;INSERT-FAILED;43523.12;130
120;144222;1948.72;CLEANUP;0.24;130
120;144222;1948.72;SCAN;82714.25;130
120;144222;1948.72;INSERT-FAILED;56967.11;130
10;7710;770.92;SCAN;151077.91;140
10;7710;770.92;INSERT-FAILED;105282.45;140
20;30558;2284.8;SCAN;62465.95;140
20;30558;2284.8;INSERT-FAILED;39486.42;140
30;53421;2286.53;SCAN;62335.78;140
